Title,Time,Description,Source
,"Sun, 28 Jan 2024 07:03:38 GMT",,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmlzcmFlbGhheW9tLmNvbS8yMDI0LzAxLzI4L3dhbGwtc3RyZWV0LWpvdXJuYWwtODAtb2YtaGFtYXMtdHVubmVsLXN5c3RlbS1yZW1haW5zLWludGFjdC_SAQA?oc=5
'I'm Shocked': Donors Suspend Funding to UN Agency in Gaza Amid Alleged Links to Hamas Attack,"Sun, 28 Jan 2024 11:02:42 GMT","Allegations UNRWA staff were involved in the abhorrent October 7 terror attacks are deeply concerning.Australia welcomes UNRWA’s swift response and will engage closely on investigations.
I have instructed Global Affairs Canada to pause all additional funding to UNRWA pending the outcome of the investigation.
Read my statement: pic.twitter.com/YfEbwhKvzx— Ahmed Hussen (@HonAhmedHussen) January 26, 2024ItalyItalian Foreign Minister Antonio Tajani said it was joining the ranks of those suspending funding.
A foreign ministry statement said Saturday that no decision would be taken on the 2024 payment until the accusations were clarified.
United StatesThe US State Department on Friday suspended payments and welcomed the UN’s announcement of an investigation into the allegations.",https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5uZXdzMTguY29tL3dvcmxkL2NvdW50cmllcy1zdXNwZW5kLWZ1bmRpbmctdG8tdW4tYWdlbmN5LWluLWdhemEtYW1pZC1hY2N1c2F0aW9ucy1vZi1saW5rLXRvLWhhbWFzLWF0dGFjay04NzU2OTMyLmh0bWzSAYUBaHR0cHM6Ly93d3cubmV3czE4LmNvbS9hbXAvd29ybGQvY291bnRyaWVzLXN1c3BlbmQtZnVuZGluZy10by11bi1hZ2VuY3ktaW4tZ2F6YS1hbWlkLWFjY3VzYXRpb25zLW9mLWxpbmstdG8taGFtYXMtYXR0YWNrLTg3NTY5MzIuaHRtbA?oc=5
U.N. Pleads for Aid to Not Be Cut to Palestinians: Israel-Hamas War Live Updates,"Sun, 28 Jan 2024 11:00:45 GMT","The allegation, made by Israel, is a serious blow to the reputation of the United Nations Relief and Works Agency for Palestine Refugees, generally known as UNRWA.
The agency looms especially large in Gaza, where most of the population of more than two million people are registered as refugees.
“Behind the scenes Israel has often favored UNRWA’s work,” said Anne Irfan, an expert on Palestinian refugee rights at University College London.
Many settled in refugee camps that the agency helped create, which have since become built-up, mostly impoverished urban areas.
Palestinians are the only refugee group whose support is not handled under the global mandate of the Office of the United Nations High Commissioner for Refugees.",https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lm55dGltZXMuY29tL2xpdmUvMjAyNC8wMS8yOC93b3JsZC9pc3JhZWwtaGFtYXMtZ2F6YS1uZXdz0gEA?oc=5
How Israel has repeatedly rejected Hamas truce offers,"Mon, 22 Jan 2024 10:40:06 GMT","1994: Hamas offered a truce to Israel after the abduction and killing of Israeli soldier Nachshon Wachsman.
Hamas offered a truce to Israel after the abduction and killing of Israeli soldier Nachshon Wachsman.
1997: September: Days before Israel attempted to assassinate Hamas political leader Khaled Meshaal in the Jordanian capital, Amman, the movement offered Israel a 10-year truce.
Days before Israel attempted to assassinate Hamas political leader Khaled Meshaal in the Jordanian capital, Amman, the movement offered Israel a 10-year truce.
2008: Hamas leader Meshaal again offered a 10-year truce, which he repeated a year later.",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vZmVhdHVyZXMvMjAyNC8xLzIyL2hvdy1pc3JhZWwtaGFzLXJlcGVhdGVkbHktcmVqZWN0ZWQtaGFtYXMtdHJ1Y2Utb2ZmZXJz0gFmaHR0cHM6Ly93d3cuYWxqYXplZXJhLmNvbS9hbXAvZmVhdHVyZXMvMjAyNC8xLzIyL2hvdy1pc3JhZWwtaGFzLXJlcGVhdGVkbHktcmVqZWN0ZWQtaGFtYXMtdHJ1Y2Utb2ZmZXJz?oc=5
Unwanted Pregnancies: Strategies for Israeli Hostages of Hamas Militants,"Thu, 25 Jan 2024 15:14:00 GMT","(With inputs from agencies)Following the October 7 assault in southern Israel by Hamas militants , over 130 Israelis still remain captive.
The Wolfson Hospital in Holon is prepared to offer both medical and psychological assistance, having established the necessary infrastructure and protocols to care for the released captives.The proposed plan involves a dual-phase approach.
Initially, medical personnel will evaluate physical injuries and verify any pregnancies.
Aviva Siegel, a liberated captive, recounted to officials the dehumanizing treatment of female hostages, who were manipulated like ""puppets"" by the terrorist group.
During this attack in southern Israel, militants from Gaza were responsible for the deaths of about 1,200 individuals and the abduction of roughly 250 hostages.",https://news.google.com/rss/articles/CBMijgFodHRwczovL20udGltZXNvZmluZGlhLmNvbS93b3JsZC9taWRkbGUtZWFzdC91bndhbnRlZC1wcmVnbmFuY2llcy1zdHJhdGVnaWVzLWZvci1pc3JhZWxpLWhvc3RhZ2VzLW9mLWhhbWFzLW1pbGl0YW50cy9hcnRpY2xlc2hvdy8xMDcxNTI3ODYuY21z0gGSAWh0dHBzOi8vbS50aW1lc29maW5kaWEuY29tL3dvcmxkL21pZGRsZS1lYXN0L3Vud2FudGVkLXByZWduYW5jaWVzLXN0cmF0ZWdpZXMtZm9yLWlzcmFlbGktaG9zdGFnZXMtb2YtaGFtYXMtbWlsaXRhbnRzL2FtcF9hcnRpY2xlc2hvdy8xMDcxNTI3ODYuY21z?oc=5
Can whatever remains of Hamas in Gaza be administratively and politically rehabilitated?,"Thu, 25 Jan 2024 14:37:00 GMT","Few have contemplated an end to the war that sees some of Hamas’ military and governance capabilities remaining in place.
The main concern of this phase would be ending the presence of Hamas’ military leadership through political means.
It was the PA’s incompetence and corruption—real or perceived—that contributed to Hamas’ political and electoral rise in the first place.
A combination of incentives, safety guarantees, and promising prospects could provide viable off-ramps for leaderless and commander-less Hamas fighters looking for a way out of a quagmire.
What remains of Hamas in Gaza may be no different.",https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmF0bGFudGljY291bmNpbC5vcmcvYmxvZ3MvbWVuYXNvdXJjZS9nYXphLWlzcmFlbC1oYW1hcy1yZWhhYmlsaXRhdGlvbi1wb3N0LXdhci_SAQA?oc=5
Israel-Hamas war: US strikes Houthi anti-ship missile – DW – 01/27/2024,"Sat, 27 Jan 2024 22:41:15 GMT","UNRWA chief Philippe Lazzarini said in a statement that the allegations were against ""a small group of staff.""
The UNRWA chief said that the ""lives of people in Gaza depend on this support.""
""These decisions threaten our ongoing humanitarian work across the region including and especially in the Gaza Strip,"" he added.
At least nine countries, including Germany, the US and the UK, have so far announced suspending funds to the organization, which has already struggled with funding before the war.
Israel has called on more countries to stop funding the UN agency.",https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmR3LmNvbS9lbi9pc3JhZWwtaGFtYXMtd2FyLXVzLXN0cmlrZXMtaG91dGhpLWFudGktc2hpcC1taXNzaWxlL2xpdmUtNjgwOTk3NjfSAQA?oc=5
Negotiators Close In on Hostage Deal That Would Halt Fighting in Gaza for Weeks,"Sat, 27 Jan 2024 23:25:12 GMT","Negotiators have developed a written draft agreement merging proposals offered by Israel and Hamas in the last 10 days into a basic framework that will be the subject of talks in Paris on Sunday.
While there are still important disagreements to be worked out, negotiators are cautiously optimistic that a final accord is within reach, according to U.S. officials who insisted on anonymity to discuss sensitive talks.
President Biden spoke by phone separately Friday with the leaders of Egypt and Qatar, who have served as intermediaries with Hamas, to narrow the remaining differences.
director, William J. Burns, to Paris for Sunday’s talks with Israeli, Egyptian and Qatari officials.
“They underscored the urgency of the situation and welcomed the close cooperation among their teams to advance recent discussions.”",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjQvMDEvMjcvdXMvcG9saXRpY3MvaG9zdGFnZS1kZWFsLWNlYXNlLWZpcmUtaGFtYXMtZ2F6YS5odG1s0gEA?oc=5
Israel close to reaching a new ceasefire deal with Hamas,"Sun, 28 Jan 2024 07:47:00 GMT","Israel could be close to signing a new deal with Hamas, which would see the release of the Israeli hostages held in Gaza in exchange for a four-month ceasefire, the Wall Street Journal reported on Saturday.
In return, Israel would release numerous Palestinian prisoners and expand the aid entering Gaza, the WSJ said.
(credit: Shannon Stapleton/Reuters)In the subsequent phases, Hamas would release Israeli female soldiers and male soldiers, followed by bodies of hostages.
The last ceasefire between Israel and Hamas came into effect on November 24 and lasted until November 30.
During that time, 105 Israeli hostages were released from Gaza captivity.",https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vd3d3Lmpwb3N0LmNvbS9pc3JhZWwtaGFtYXMtd2FyL2FydGljbGUtNzg0MDE20gEA?oc=5
Western countries mull funding for UN agency in Gaza after Israeli accusations,"Sat, 27 Jan 2024 06:05:14 GMT","About casualty figures from Gaza’s Hamas-run health ministry:Gaza’s health ministry collects data from the enclave’s hospitals and the Palestinian Red Crescent.
The health ministry does not report how Palestinians were killed, whether from Israeli airstrikes and artillery barrages or errant Palestinian rocket fire.
The International Committee of the Red Cross and Palestinian Red Crescent also use the numbers.
The UN's counts have largely been consistent with the Gaza health ministry’s, with small discrepancies.
For more on the Gaza health ministry’s tolls, click here.",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmZyYW5jZTI0LmNvbS9lbi9taWRkbGUtZWFzdC8yMDI0MDEyNy0lRjAlOUYlOTQlQjQtbGl2ZS11bi1zZWN1cml0eS1jb3VuY2lsLXRvLW1lZXQtYWZ0ZXItaWNqLWlzc3Vlcy1nYXphLXJ1bGluZ9IBAA?oc=5
"PM Modi, Macron discuss tensions in Red Sea, Israel-Hamas conflict","Fri, 26 Jan 2024 18:28:53 GMT","The discussions between Prime Minister Narendra Modi and French President Emmanuel Macron covered key developments in the region including the Red Sea tensions, the situation in Gaza and the Russia-Ukraine conflict, foreign secretary Vinay Kwatra said on Friday.
Condemning the huge loss of civilian lives in the ongoing conflict, they emphasised the need to respect international humanitarian law”.
Modi and Macron on Thursday held extensive talks in Jaipur to deepen bilateral ties.
India is deeply concerned about the situation unfolding in the Red Sea and parts of the Arabian Sea as attacks by Houthi rebels on commercial vessels in the region impact its economic interests.
Read Here: How France's Macron powers PM Modi’s 'Viksit Bharat' ambitionThe Iran-backed Houthi militia has been targeting commercial shipping in the Red Sea with missiles and drones after the Israel-Hamas conflict began on October 7.",https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmhpbmR1c3RhbnRpbWVzLmNvbS9pbmRpYS1uZXdzL3BtLW1hY3Jvbi1kaXNjdXNzLXRlbnNpb25zLWluLXJlZC1zZWEtaXNyYWVsLWhhbWFzLWNvbmZsaWN0LTEwMTcwNjI5MzczNDM0Ni5odG1s0gF-aHR0cHM6Ly93d3cuaGluZHVzdGFudGltZXMuY29tL2luZGlhLW5ld3MvcG0tbWFjcm9uLWRpc2N1c3MtdGVuc2lvbnMtaW4tcmVkLXNlYS1pc3JhZWwtaGFtYXMtY29uZmxpY3QtMTAxNzA2MjkzNzM0MzQ2LWFtcC5odG1s?oc=5
UK proposes plan to end Israel-Hamas war,"Sat, 27 Jan 2024 12:51:36 GMT","Try unlimited access Only $1 for 4 weeksThen $75 per month.
Complete digital access to quality FT journalism on any device.
Cancel anytime during your trial.",https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50L2E2ZjZjNDU2LWM5ZDQtNDlhMy05YTg5LWM5NjZlMGQ4OWQxNdIBAA?oc=5
,"Sun, 28 Jan 2024 07:52:43 GMT",,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmlzcmFlbGhheW9tLmNvbS8yMDI0LzAxLzI4L2l0cy10aW1lLXRvLXRhcmdldC1oYW1hcy1sZWFkZXJzaGlwLWFicm9hZC1zby10aGF0LXRoZS1nYXphLXdhci1pcy13b24v0gEA?oc=5
UNRWA claims: UN chief Guterres seeks aid halt U-turn after staff alleged of helping Hamas,"Sun, 28 Jan 2024 07:51:23 GMT","Some countries have said they will continue their support for UNRWA.
Norway's representative to the Palestinian Authority said the organisation has a ""crucial role"" in distributing aid, and emphasised the ""need to distinguish between what individuals may have done, and what UNRWA stands for"".",https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3dvcmxkLW1pZGRsZS1lYXN0LTY4MTE5MjY40gE5aHR0cHM6Ly93d3cuYmJjLmNvLnVrL25ld3Mvd29ybGQtbWlkZGxlLWVhc3QtNjgxMTkyNjguYW1w?oc=5
Middle East latest: British warship thwarts Houthi drone attack; anti-Netanyahu protesters clash with Tel Aviv police,"Fri, 12 Jan 2024 06:35:59 GMT","Yamen Hamad, who is sheltering at an UNRWA-run site in Deir Al Balah, central Gaza, said: ""We used to say Israel was launching a war of famine against us in parallel to its war of destruction.
""Now those countries who suspended the aid to UNRWA declared themselves partners in this war, and collective punishment.""
Meanwhile, Michael Fakhri, UN special rapporteur on the right to food, said famine is now ""inevitable"" in the region.
UN officials and aid groups have urged countries to reconsider their decision to suspend funding, warning that it puts life-saving aid for the roughly two million people in Gaza at risk.
Secretary-general Antonio Guterres vowed to hold to account anyone involved in Hamas's massacres - but urged that UNRWA funding be resumed.",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vbmV3cy5za3kuY29tL3N0b3J5L21pZGRsZS1lYXN0LWNyaXNpcy11cy11ay1sYXVuY2gtc3RyaWtlcy1ob3V0aGktdGFyZ2V0cy1pc3JhZWwtZ2F6YS1oYW1hcy0xMjk3ODgwMNIBAA?oc=5
UN chief calls on countries to resume funding Gaza aid agency after allegations of militant ties,"Sun, 28 Jan 2024 06:46:27 GMT","The dispute engulfing the biggest provider of vital aid to Palestinians came as U.S. officials said negotiators were closing in on a cease-fire agreement.
The emerging deal also calls for Israel to allow more humanitarian aid into Gaza.
The top United Nations court has asked Israel for a compliance report in a month, placing added scrutiny on Israel’s military.
The case brought by South Africa to the U.N. court alleged Israel is committing genocide, which Israel vehemently denies.
The court also ordered Israel to urgently get aid to Gaza.",https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2lzcmFlbC1oYW1hcy13YXItbmV3cy0wMS0yOC0yMDI0LWQ1NDI4ZWE5MmZkNTQyMTM0OTdjMzRiOGYyYzc4MTgy0gEA?oc=5
Could the Israel-Hamas and Russia-Ukraine wars escalate into World War III?,"Thu, 25 Jan 2024 21:25:50 GMT","Could the Israel-Hamas and Russia-Ukraine wars escalate into World War III?
With tensions now flaring in the Middle East and in Europe, can the two crises snowball into one global war — World War III, as some might call it — or are they contained within their respective spheres of influence?
With tensions now flaring in the Middle East and in Europe, can the two crises snowball into one global war — World War III, as some might call it — or are they contained within their respective spheres of influence?
Mai’a K. Davis Cross, director of the Center for International Affairs and World Cultures and dean’s professor of political science.
Western support for Ukraine has flagged in recent weeks and months, as U.S. focus has shifted to the Israel-Hamas war and other domestic priorities, such as border security.",https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjQvMDEvMjUvd29ybGQtd2FyLXJ1c3NpYS11a3JhaW5lLWlzcmFlbC1oYW1hcy_SAQA?oc=5
"Palestinians, Hamas rage online after countries vow to cut UNRWA funding","Sun, 28 Jan 2024 10:10:00 GMT","(credit: ABED RAHIM KHATIB/FLASH90)""A lowly institution which exists to shackle its workers""In Palestinian social media groups, many were trying to figure out what led these countries to make this decision.
One said: “The role of UNRWA is nearing its end in a deliberate fashion,"" to which another one responded: “Farewell.
If they want to laud and commend [Hamas], let them do it in accounts without their names and workplaces, and this way, nobody would monitor them.""
Teach them gender and everything the agency tells you under the guise of neutrality and human rights.”Finally, the teacher retreated, admitting: “Don’t exaggerate.
UNRWA, which has thousands of refugees working within its ranks, are exposed, along with their own people, to killing, displacement, and extermination.”",https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vd3d3Lmpwb3N0LmNvbS9pc3JhZWwtaGFtYXMtd2FyL2FydGljbGUtNzg0MDA30gEA?oc=5
Explainer: The Israel-Hamas War and the International Criminal Court,"Thu, 25 Jan 2024 13:55:38 GMT","This is part one in an anticipated two-part series that will discuss some of the relevant legal questions before the International Criminal Court (ICC; Part I) and the International Court of Justice (ICJ; Part II).
Jurisdiction of the International Criminal Court over the Current ConflictThe ICC is the world’s first – and only – permanent international criminal court.
Not all members of Hamas will be charged or found guilty of ICC crimes; the same is true of Israelis.
In other words, committing ICC crimes on the theory that the other side is committing them does not exclude the criminal responsibility of the accused.
Professor Leila Nadya Sadat is the James Carr Professor of International Criminal Law at Washington University School of Law, and Former Special Adviser, International Criminal Court Prosecutor on Crimes Against Humanity (2013-2023).",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3Lmp1cmlzdC5vcmcvZmVhdHVyZXMvMjAyNC8wMS8yNS9leHBsYWluZXItdGhlLWlzcmFlbC1oYW1hcy13YXItYW5kLXRoZS1pbnRlcm5hdGlvbmFsLWNyaW1pbmFsLWNvdXJ0L9IBAA?oc=5
"Where Is Hamas Getting Its Weapons? Increasingly, From Israel.","Sun, 28 Jan 2024 08:01:45 GMT","Israeli military and intelligence officials have concluded that a significant number of weapons used by Hamas in the Oct. 7 attacks and in the war in Gaza came from an unlikely source: the Israeli military itself.
For years, analysts have pointed to underground smuggling routes to explain how Hamas stayed so heavily armed despite an Israeli military blockade of the Gaza Strip.
Hamas is also arming its fighters with weapons stolen from Israeli military bases.
What is clear now is that the very weapons that Israeli forces have used to enforce a blockade of Gaza over the past 17 years are now being used against them.
Israeli and American military explosives have enabled Hamas to shower Israel with rockets and, for the first time, penetrate Israeli towns from Gaza.",https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjQvMDEvMjgvd29ybGQvbWlkZGxlZWFzdC9pc3JhZWwtaGFtYXMtd2VhcG9ucy1yb2NrZXRzLmh0bWzSAQA?oc=5
"Israel-Hamas war: Hostage-release deal could see conflict paused for two months, US officials claim","Sun, 28 Jan 2024 06:07:30 GMT","Israel's war against Hamas could be paused for two months should US negotiators reach a deal where dozens of hostages captured in the 7 October attack would be released, according to two senior administration officials.
Spreaker Spreaker , which may be using cookies and other technologies.
You can use the buttons below to amend your preferences to enable Spreaker cookies or to allow those cookies just once.
You can change your settings at any time via the Privacy Options Unfortunately we have been unable to verify if you have consented to Spreaker cookies.
To view this content you can use the button below to allow Spreaker cookies for this session only.",https://news.google.com/rss/articles/CBMihQFodHRwczovL25ld3Muc2t5LmNvbS9zdG9yeS9pc3JhZWwtaGFtYXMtd2FyLWhvc3RhZ2UtcmVsZWFzZS1kZWFsLWNvdWxkLXNlZS1jb25mbGljdC1wYXVzZWQtZm9yLXR3by1tb250aHMtdXMtb2ZmaWNpYWxzLWNsYWltLTEzMDU4MzU40gGJAWh0dHBzOi8vbmV3cy5za3kuY29tL3N0b3J5L2FtcC9pc3JhZWwtaGFtYXMtd2FyLWhvc3RhZ2UtcmVsZWFzZS1kZWFsLWNvdWxkLXNlZS1jb25mbGljdC1wYXVzZWQtZm9yLXR3by1tb250aHMtdXMtb2ZmaWNpYWxzLWNsYWltLTEzMDU4MzU4?oc=5
Israel: Funding for UN Agency Helping Gaza Refugees Should Be Suspended,"Fri, 26 Jan 2024 22:21:28 GMT","The United States, Australia and Canada had already paused funding to the aid agency after Israel’s accusations that 12 UNRWA employees were involved in the cross-border attack.
In GazaThe Hamas-run Gaza Health Ministry said Saturday that 174 Palestinians were killed and 310 were wounded in the past 24 hours.
In Hamas’ attack on October 7, 1,200 people were killed in Israel and roughly 240 were taken hostage, according to Israeli authorities.
Witnesses said Saturday, three Palestinians were killed in an airstrike that Israel’s military says was targeting a Hamas commander in southern Gaza.
About 100 hostages held by Hamas and 240 Palestinians jailed by Israel were freed in a late November weeklong cease-fire.",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2Evd2hpdGUtaG91c2Utb3B0aW1pc3RpYy1hYm91dC1icmVha3Rocm91Z2gtb24taG9zdGFnZS1yZWxlYXNlLWJ5LWhhbWFzLzc0NTkyMTMuaHRtbNIBbmh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2FtcC93aGl0ZS1ob3VzZS1vcHRpbWlzdGljLWFib3V0LWJyZWFrdGhyb3VnaC1vbi1ob3N0YWdlLXJlbGVhc2UtYnktaGFtYXMvNzQ1OTIxMy5odG1s?oc=5
Israel Increases Military Pressure on Hamas Ahead of Hostage Deal Summit,"Sun, 28 Jan 2024 04:00:00 GMT","Analysis |Israel Increases Military Pressure on Hamas Ahead of Hostage Deal SummitThe encirclement of Khan Yunis has been completed, as tens of thousands of the city's residents flee under Israeli pressure.
Meanwhile, evidence of the madness dictated by Netanyahu's government continues to pile up",https://news.google.com/rss/articles/CBMitwFodHRwczovL3d3dy5oYWFyZXR6LmNvbS9pc3JhZWwtbmV3cy8yMDI0LTAxLTI4L3R5LWFydGljbGUvLnByZW1pdW0vYWhlYWQtb2YtaG9zdGFnZS1zdW1taXQtaWRmLXByZXNzZXMtaW4ta2hhbi15dW5pcy1hbmQtZW5nYWdlcy1pbi10dW5uZWwtd2FyZmFyZS8wMDAwMDE4ZC00YzkxLWQzNWMtYTM5Zi1lZWRiNjQyMjAwMDDSAQA?oc=5
"Netanyahu rejects Hamas deal to end war, release captives","Mon, 22 Jan 2024 03:29:49 GMT","Israeli leader says soldiers will have ‘fallen in vain’ if he accepts Palestinian group’s terms to end the war.
Israel’s Prime Minister Benjamin Netanyahu has rejected a proposal by Hamas to end the war and release captives in exchange for withdrawing Israeli forces, releasing prisoners and accepting the armed group’s governance of Gaza.
“I reject outright the terms of surrender of the monsters of Hamas,” Netanyahu said on Sunday.
At least 25,105 Palestinians have been killed in Gaza since Israel declared its intention to eliminate Hamas in response to the group’s October 7 attacks.
Hamas on Sunday released a report describing the attack on southern Israel as “a necessary step and a normal response” while admitting “faults” in its execution.",https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDI0LzEvMjIvbmV0YW55YWh1LXJlamVjdHMtaGFtYXMtZGVhbC10by1lbmQtd2FyLXJlbGVhc2UtY2FwdGl2ZXPSAWVodHRwczovL3d3dy5hbGphemVlcmEuY29tL2FtcC9uZXdzLzIwMjQvMS8yMi9uZXRhbnlhaHUtcmVqZWN0cy1oYW1hcy1kZWFsLXRvLWVuZC13YXItcmVsZWFzZS1jYXB0aXZlcw?oc=5
"Israel-Hamas War U.N. Court Orders Israel to Prevent Genocide, but Does Not Demand Stop to War","Sun, 28 Jan 2024 03:49:00 GMT","News AnalysisThe judges at the International Court of Justice in The Hague on Friday.
A ruling on Friday by the International Court of Justice on charges of genocide against Israel had deep historical resonance for both Israelis and Palestinians.
It was a topic that appeared to preoccupy the sole Israeli judge, Aharon Barak, among the 17 assessing the case on the World Court.
He was among the 17 judges assessing the case on the World Court.
“It talks like genocide & walks like genocide,” Muhammad Shehada, a rights activist from Gaza, wrote on social media.",https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lm55dGltZXMuY29tL2xpdmUvMjAyNC8wMS8yNi93b3JsZC9pc3JhZWwtaGFtYXMtZ2F6YS1uZXdz0gEA?oc=5
Video shows why it so hard for Israel to drive Hamas out of Gaza,"Sat, 27 Jan 2024 01:50:03 GMT","How relevant is this ad to you?
Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues",https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmNubi5jb20vdmlkZW9zL3dvcmxkLzIwMjQvMDEvMjcvaXNyYWVsLWdhemEtdHVubmVsLXdhcmZhcmUtaGFtYXMtZGlhbW9uZC1wa2ctdnB4LWVib2YuY25u0gEA?oc=5
UN agency for Palestinian refugees sacks employees for alleged role in Hamas' October 7 attack,"Fri, 26 Jan 2024 19:39:37 GMT","JERUSALEM: The UN agency for Palestinian refugees said Friday it had sacked several employees accused by Israel of involvement in Hamas's October 7 attack, prompting the United States to suspend critical funding.
The head of the agency, Philippe Lazzarini, vowed to hold ""accountable, including through criminal prosecution"" any UNRWA employee found to have taken part in acts of terror.
The US State Department said it had ""temporarily paused additional funding"" to the agency while it reviewed the claims as well as the UN's plan to address concerns.
Israel's foreign ministry said Friday it was ""expecting an urgent investigation of UNRWA on the involvement of its employees in the terror attack of October 7.""
Israel's ambassador to the United Nations, Gilad Erdan, said the sackings proved long-standing claims that ""UNRWA employees are collaborators of the terrorist organization Hamas.""",https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS93b3JsZC8yMDI0L0phbi8yNi91bi1hZ2VuY3ktZm9yLXBhbGVzdGluaWFuLXJlZnVnZWVzLXNhY2tzLWVtcGxveWVlcy1mb3ItYWxsZWdlZC1yb2xlLWluLWhhbWFzLW9jdG9iZXItNy1hdHRhY2vSAZoBaHR0cHM6Ly93d3cubmV3aW5kaWFuZXhwcmVzcy5jb20vYW1wL3N0b3J5L3dvcmxkLzIwMjQvSmFuLzI2L3VuLWFnZW5jeS1mb3ItcGFsZXN0aW5pYW4tcmVmdWdlZXMtc2Fja3MtZW1wbG95ZWVzLWZvci1hbGxlZ2VkLXJvbGUtaW4taGFtYXMtb2N0b2Jlci03LWF0dGFjaw?oc=5
"After ICJ ruling, Benjamin Netanyahu says Israel is in 'just war' against Hamas, will 'not stop fighting'","Fri, 26 Jan 2024 15:59:49 GMT","Jan 26, 2024, 09:29PM ISTSource: TOI.inIsraeli Prime Minister Benjamin Netanyahu rejects genocide charges leveled against Israel by the World Court, dismissing them as ""outrageous.""
Israel refutes South Africa's genocide accusations, emphasizing its right to self-defense under international law.
Netanyahu asserts Israel's inherent right to defend itself, calling the attempt to deny it as blatant discrimination.
The ICJ decision acknowledges Israel's right to self-defense while imposing limitations.
Netanyahu's statement underscores Israel's commitment to international law amid ongoing tensions, highlighting complex dynamics in the Israel-Hamas conflict.",https://news.google.com/rss/articles/CBMitAFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS92aWRlb3MvaW50ZXJuYXRpb25hbC9hZnRlci1pY2otcnVsaW5nLWJlbmphbWluLW5ldGFueWFodS1zYXlzLWlzcmFlbC1pcy1pbi1qdXN0LXdhci1hZ2FpbnN0LWhhbWFzLXdpbGwtbm90LXN0b3AtZmlnaHRpbmcvdmlkZW9zaG93LzEwNzE3MzcwNi5jbXPSAbgBaHR0cHM6Ly90aW1lc29maW5kaWEuaW5kaWF0aW1lcy5jb20vdmlkZW9zL2ludGVybmF0aW9uYWwvYWZ0ZXItaWNqLXJ1bGluZy1iZW5qYW1pbi1uZXRhbnlhaHUtc2F5cy1pc3JhZWwtaXMtaW4tanVzdC13YXItYWdhaW5zdC1oYW1hcy13aWxsLW5vdC1zdG9wLWZpZ2h0aW5nL2FtcF92aWRlb3Nob3cvMTA3MTczNzA2LmNtcw?oc=5
Israel-Hamas War: What happened on day 113?,"Sat, 27 Jan 2024 20:46:53 GMT","'South Africa came to ICJ in the name of the new Nazis'""I am holding here Hitler's Mein Kampf book in Arabic, which our soldiers found in homes in the Gaza Strip.
The day after [the war] in Gaza there will not be a group that will educate its children for the destruction of Israel and the destruction of the entire Jewish people.
Therefore, in the face of the great pain that burns our hearts, we must continue to be strong and determined, and to wage war,"" he added.
A copy of Mein Kampf in Arabic found in a children's bedroom in Gaza used by Hamas for military purposes.
""The people believe in our spirit and the resilience and our soldiers, we are all proud of them and embrace them,"" said Netanyahu.",https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3Lmpwb3N0LmNvbS9pc3JhZWwtaGFtYXMtd2FyLzIwMjQtMDEtMjcvbGl2ZS11cGRhdGVzLTc4MzkzMtIBAA?oc=5
